id,category,context,prefix,blanks_before,middle_hint,blanks_after,suffix,answer,choices
210,indirect_question,The public speaking seminar had many different sessions.,Could you,6,was organized,0,?,tell me how each seminar session,tell|seminar|each|how|me|is|always|session
211,statement,The manager asked everyone to arrive a little earlier tomorrow.,I,6,either,0,.,did not get what she wanted,even|not|wanted|are|did|get|what|she
212,indirect_question,A lot of students seem nervous about the final presentation.,Do you,5,reservations,0,today?,know if it is taking,it|is|if|really|find|know|taking
213,statement,The travel fair had several booths about study-abroad programs.,I am,4,investments,0,like that.,not comfortable with risky,out|risky|not|with|they|comfortable
214,indirect_question,Our professor recommended a few good sources for the paper.,Can we,6,is happening,0,again?,find out when a similar event,never|similar|a|when|out|event|was|find
215,indirect_question,The apartment complex is adding new security cameras this month.,Which,3,winter volunteer,0,opportunities in your city?,organizations are planning,planning|will|organizations|they|are
216,reported_speech,I heard the museum will extend its hours during the festival.,The supervisor,6,fix them,0,promptly.,wants to know how we can,how|know|is|to|always|we|can|wants
217,statement,Some people were confused by the updated registration process.,I,5,near the window,0,.,discovered it in the drawer,in|you|discovered|the|it|are|drawer
218,indirect_question,The job fair will include several companies from overseas.,Have you,4,to focus on,0,?,decided which influential leader,influential|decided|probably|which|leader|always
219,statement,The club plans to organize another charity event this semester.,I found,6,convenient,0,in this neighborhood.,the amenities to be much more,much|are|more|to|amenities|the|actually|be
220,indirect_question,The website redesign has caused a few unexpected issues.,Could you,6,was organized,0,?,tell me how each seminar session,each|session|me|tell|seminar|probably|how|can
221,statement,What did the teacher mean during class?,I,6,either,0,.,did not get what she wanted,get|did|she|not|what|will|wanted|still
222,indirect_question,We should check out that new restaurant this afternoon.,Do you,5,reservations,0,today?,know if it is taking,actually|it|will|taking|is|know|if
223,statement,Have you bought any of Zyon Incorporated's stock?,I am,4,investments,0,like that.,not comfortable with risky,comfortable|be|not|risky|is|with
224,indirect_question,That jazz concert last Friday was really amazing.,Can we,6,is happening,0,again?,find out when a similar event,do|out|event|when|find|a|probably|similar
225,indirect_question,I'm looking for winter volunteer opportunities.,Which,3,winter volunteer,0,opportunities in your city?,organizations are planning,never|always|organizations|are|planning
226,reported_speech,I saw a few complaints about problems with the payment page.,The supervisor,6,fix them,0,promptly.,wants to know how we can,can|to|still|how|know|we|wants|actually
227,statement,Didn't you tell me you lost that document?,I,5,near the window,0,.,discovered it in the drawer,never|in|drawer|it|discovered|the|you
228,indirect_question,My next project will be a documentary film about an influential leader.,Have you,4,to focus on,0,?,decided which influential leader,decided|leader|never|out|influential|which
229,statement,Why did you move to this neighborhood?,I found,6,convenient,0,in this neighborhood.,the amenities to be much more,the|to|be|amenities|more|much|never|just
230,indirect_question,The public speaking seminar had many different sessions.,Could you,6,was organized,0,?,tell me how each seminar session,tell|how|session|is|me|you|seminar|each
231,statement,The manager asked everyone to arrive a little earlier tomorrow.,I,6,either,0,.,did not get what she wanted,always|wanted|she|get|did|even|not|what
232,indirect_question,A lot of students seem nervous about the final presentation.,Do you,5,reservations,0,today?,know if it is taking,if|just|is|can|taking|it|know
233,statement,The travel fair had several booths about study-abroad programs.,I am,4,investments,0,like that.,not comfortable with risky,risky|will|comfortable|not|with|are
234,indirect_question,Our professor recommended a few good sources for the paper.,Can we,6,is happening,0,again?,find out when a similar event,event|find|similar|is|they|when|a|out
235,indirect_question,The apartment complex is adding new security cameras this month.,Which,3,winter volunteer,0,opportunities in your city?,organizations are planning,never|even|organizations|planning|are
236,reported_speech,I heard the museum will extend its hours during the festival.,The supervisor,6,fix them,0,promptly.,wants to know how we can,are|already|wants|how|to|know|we|can
237,statement,Some people were confused by the updated registration process.,I,5,near the window,0,.,discovered it in the drawer,drawer|the|in|discovered|it|probably|is
238,indirect_question,The job fair will include several companies from overseas.,Have you,4,to focus on,0,?,decided which influential leader,you|decided|actually|which|influential|leader
239,statement,The club plans to organize another charity event this semester.,I found,6,convenient,0,in this neighborhood.,the amenities to be much more,amenities|be|the|to|are|more|much|probably
240,indirect_question,The website redesign has caused a few unexpected issues.,Could you,6,was organized,0,?,tell me how each seminar session,do|rather|each|session|tell|how|seminar|me
241,statement,That jazz concert last Friday was really amazing.,The professor,3,submit the draft,2,.,asked us to by Friday,by|do|can|Friday|asked|us|even|to
242,indirect_question,The job fair will include several companies from overseas.,Do you,3,moved the meeting,2,?,know why they to Monday,Monday|know|did|can|they|do|why|to
243,statement,That jazz concert last Friday was really amazing.,I,3,hear that the museum,2,.,was surprised to closed early,probably|closed|to|early|did|know|surprised|was
244,indirect_question,The apartment complex is adding new security cameras this month.,Can you,3,study abroad program,3,best?,tell me which fits my major,me|which|you|my|it|know|major|fits|tell
245,reported_speech,We should check out that new restaurant this afternoon.,The committee,3,how the website,3,.,needs to know should be improved,are|needs|always|to|know|maybe|be|improved|should
246,statement,Some people were confused by the updated registration process.,We,3,find volunteer work,2,this winter.,were hoping to near campus,did|near|to|hoping|just|always|were|campus
247,indirect_question,The job fair will include several companies from overseas.,Have you,3,the company,3,?,found out whether is hiring interns,found|whether|hiring|out|rather|is|probably|interns|are
248,statement,I saw a few complaints about problems with the payment page.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,the|when|didn't|can|expect|so|practical|be|was|to
249,indirect_question,Our professor recommended a few good sources for the paper.,Could you,3,registration process,3,?,explain why the takes so long,are|so|long|explain|maybe|why|the|takes|can
250,reported_speech,Have you bought any of Zyon Incorporated's stock?,They,4,the payment page,3,today.,want to know if can be fixed,know|be|if|probably|to|will|actually|want|fixed|can
251,statement,The manager asked everyone to arrive a little earlier tomorrow.,The professor,3,submit the draft,2,.,asked us to by Friday,Friday|really|to|us|actually|asked|always|by
252,indirect_question,The travel fair had several booths about study-abroad programs.,Do you,3,moved the meeting,2,?,know why they to Monday,know|just|why|they|never|can|to|Monday
253,statement,A lot of students seem nervous about the final presentation.,I,3,hear that the museum,2,.,was surprised to closed early,early|is|was|to|closed|can|are|surprised
254,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Can you,3,study abroad program,3,best?,tell me which fits my major,major|did|me|will|my|probably|tell|which|fits
255,reported_speech,Didn't you tell me you lost that document?,The committee,3,how the website,3,.,needs to know should be improved,needs|do|to|never|know|improved|be|just|should
256,statement,The apartment complex is adding new security cameras this month.,We,3,find volunteer work,2,this winter.,were hoping to near campus,why|rather|were|near|campus|even|hoping|to
257,indirect_question,Some people were confused by the updated registration process.,Have you,3,the company,3,?,found out whether is hiring interns,hiring|probably|whether|already|interns|out|is|know|found
258,statement,What did the teacher mean during class?,I,3,public speaking seminar,4,.,didn't expect the to be so practical,practical|expect|the|be|are|to|is|actually|didn't|so
259,indirect_question,What did the teacher mean during class?,Could you,3,registration process,3,?,explain why the takes so long,long|the|really|why|takes|are|explain|when|so
260,reported_speech,Some people were confused by the updated registration process.,They,4,the payment page,3,today.,want to know if can be fixed,maybe|to|want|if|be|know|fixed|can|just|actually
261,statement,The travel fair had several booths about study-abroad programs.,The professor,3,submit the draft,2,.,asked us to by Friday,will|us|just|Friday|asked|is|to|by
262,indirect_question,The travel fair had several booths about study-abroad programs.,Do you,3,moved the meeting,2,?,know why they to Monday,to|they|Monday|can|why|was|do|know
263,statement,The manager asked everyone to arrive a little earlier tomorrow.,I,3,hear that the museum,2,.,was surprised to closed early,to|can|you|closed|early|still|surprised|was
264,indirect_question,Have you bought any of Zyon Incorporated's stock?,Can you,3,study abroad program,3,best?,tell me which fits my major,fits|my|major|me|can|quite|it|which|tell
265,reported_speech,The travel fair had several booths about study-abroad programs.,The committee,3,how the website,3,.,needs to know should be improved,to|needs|always|even|know|be|improved|already|should
266,statement,Have you bought any of Zyon Incorporated's stock?,We,3,find volunteer work,2,this winter.,were hoping to near campus,are|to|campus|why|hoping|near|rather|were
267,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Have you,3,the company,3,?,found out whether is hiring interns,interns|found|really|is|hiring|whether|out|quite|it
268,statement,The club plans to organize another charity event this semester.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,it|expect|do|the|practical|didn't|so|to|be|already
269,indirect_question,I'm looking for winter volunteer opportunities.,Could you,3,registration process,3,?,explain why the takes so long,never|so|do|takes|the|when|explain|why|long
270,reported_speech,That jazz concert last Friday was really amazing.,They,4,the payment page,3,today.,want to know if can be fixed,to|can|if|know|be|already|want|even|maybe|fixed
271,statement,The website redesign has caused a few unexpected issues.,The professor,3,submit the draft,2,.,asked us to by Friday,us|Friday|never|do|you|by|to|asked
272,indirect_question,The club plans to organize another charity event this semester.,Do you,3,moved the meeting,2,?,know why they to Monday,know|to|are|Monday|they|when|why|even
273,statement,I'm looking for winter volunteer opportunities.,I,3,hear that the museum,2,.,was surprised to closed early,did|already|surprised|was|even|to|closed|early
274,indirect_question,My next project will be a documentary film about an influential leader.,Can you,3,study abroad program,3,best?,tell me which fits my major,was|my|major|why|which|me|tell|they|fits
275,reported_speech,The website redesign has caused a few unexpected issues.,The committee,3,how the website,3,.,needs to know should be improved,needs|know|should|to|be|is|never|do|improved
276,statement,The website redesign has caused a few unexpected issues.,We,3,find volunteer work,2,this winter.,were hoping to near campus,were|actually|was|campus|to|near|hoping|know
277,indirect_question,The club plans to organize another charity event this semester.,Have you,3,the company,3,?,found out whether is hiring interns,is|interns|never|out|do|found|whether|just|hiring
278,statement,The job fair will include several companies from overseas.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,why|expect|the|is|didn't|so|practical|be|really|to
279,indirect_question,I'm looking for winter volunteer opportunities.,Could you,3,registration process,3,?,explain why the takes so long,just|always|why|explain|they|takes|long|the|so
280,reported_speech,The club plans to organize another charity event this semester.,They,4,the payment page,3,today.,want to know if can be fixed,to|be|if|do|can|know|are|want|will|fixed
281,statement,A lot of students seem nervous about the final presentation.,The professor,3,submit the draft,2,.,asked us to by Friday,they|you|us|to|by|even|Friday|asked
282,indirect_question,What did the teacher mean during class?,Do you,3,moved the meeting,2,?,know why they to Monday,why|know|still|Monday|quite|they|just|to
283,statement,A lot of students seem nervous about the final presentation.,I,3,hear that the museum,2,.,was surprised to closed early,still|to|are|surprised|really|was|closed|early
284,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Can you,3,study abroad program,3,best?,tell me which fits my major,which|are|me|my|is|tell|fits|major|actually
285,reported_speech,The public speaking seminar had many different sessions.,The committee,3,how the website,3,.,needs to know should be improved,should|probably|know|be|to|still|why|improved|needs
286,statement,The job fair will include several companies from overseas.,We,3,find volunteer work,2,this winter.,were hoping to near campus,to|campus|were|even|can|hoping|near|never
287,indirect_question,The travel fair had several booths about study-abroad programs.,Have you,3,the company,3,?,found out whether is hiring interns,out|really|whether|found|interns|they|hiring|when|is
288,statement,Didn't you tell me you lost that document?,I,3,public speaking seminar,4,.,didn't expect the to be so practical,so|be|didn't|to|when|practical|quite|the|know|expect
289,indirect_question,I heard the museum will extend its hours during the festival.,Could you,3,registration process,3,?,explain why the takes so long,takes|long|why|they|the|explain|so|never|are
290,reported_speech,The public speaking seminar had many different sessions.,They,4,the payment page,3,today.,want to know if can be fixed,you|can|if|fixed|want|already|they|to|be|know
291,statement,Some people were confused by the updated registration process.,The professor,3,submit the draft,2,.,asked us to by Friday,you|asked|did|us|do|by|Friday|to
292,indirect_question,The job fair will include several companies from overseas.,Do you,3,moved the meeting,2,?,know why they to Monday,even|Monday|was|know|to|always|why|they
293,statement,I heard the museum will extend its hours during the festival.,I,3,hear that the museum,2,.,was surprised to closed early,was|surprised|to|early|actually|maybe|closed|do
294,indirect_question,I heard the museum will extend its hours during the festival.,Can you,3,study abroad program,3,best?,tell me which fits my major,major|already|my|me|even|will|which|fits|tell
295,reported_speech,I saw a few complaints about problems with the payment page.,The committee,3,how the website,3,.,needs to know should be improved,when|improved|should|is|know|needs|be|to|will
296,statement,The apartment complex is adding new security cameras this month.,We,3,find volunteer work,2,this winter.,were hoping to near campus,near|campus|were|to|did|actually|can|hoping
297,indirect_question,Why did you move to this neighborhood?,Have you,3,the company,3,?,found out whether is hiring interns,found|rather|already|whether|hiring|interns|was|is|out
298,statement,I saw a few complaints about problems with the payment page.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,maybe|you|actually|expect|practical|the|be|so|didn't|to
299,indirect_question,The public speaking seminar had many different sessions.,Could you,3,registration process,3,?,explain why the takes so long,are|so|long|quite|explain|takes|will|the|why
300,reported_speech,I'm looking for winter volunteer opportunities.,They,4,the payment page,3,today.,want to know if can be fixed,want|when|just|know|can|to|maybe|fixed|if|be
301,statement,The travel fair had several booths about study-abroad programs.,The professor,3,submit the draft,2,.,asked us to by Friday,asked|already|they|is|to|Friday|by|us
302,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Do you,3,moved the meeting,2,?,know why they to Monday,to|why|Monday|know|they|really|will|already
303,statement,Didn't you tell me you lost that document?,I,3,hear that the museum,2,.,was surprised to closed early,was|closed|are|surprised|did|actually|to|early
304,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Can you,3,study abroad program,3,best?,tell me which fits my major,which|when|it|my|probably|fits|major|me|tell
305,reported_speech,The apartment complex is adding new security cameras this month.,The committee,3,how the website,3,.,needs to know should be improved,should|did|really|improved|needs|actually|to|be|know
306,statement,A lot of students seem nervous about the final presentation.,We,3,find volunteer work,2,this winter.,were hoping to near campus,campus|even|they|hoping|to|it|near|were
307,indirect_question,That jazz concert last Friday was really amazing.,Have you,3,the company,3,?,found out whether is hiring interns,interns|actually|found|is|really|are|hiring|whether|out
308,statement,The manager asked everyone to arrive a little earlier tomorrow.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,know|practical|so|be|didn't|to|did|expect|still|the
309,indirect_question,A lot of students seem nervous about the final presentation.,Could you,3,registration process,3,?,explain why the takes so long,why|takes|maybe|always|long|so|explain|do|the
310,reported_speech,The apartment complex is adding new security cameras this month.,They,4,the payment page,3,today.,want to know if can be fixed,be|it|if|can|want|to|actually|rather|fixed|know
311,statement,The club plans to organize another charity event this semester.,The professor,3,submit the draft,2,.,asked us to by Friday,Friday|asked|by|rather|why|us|to|do
312,indirect_question,My next project will be a documentary film about an influential leader.,Do you,3,moved the meeting,2,?,know why they to Monday,to|always|Monday|why|they|can|you|know
313,statement,The travel fair had several booths about study-abroad programs.,I,3,hear that the museum,2,.,was surprised to closed early,to|early|always|surprised|was|it|probably|closed
314,indirect_question,Some people were confused by the updated registration process.,Can you,3,study abroad program,3,best?,tell me which fits my major,me|tell|major|never|fits|my|rather|really|which
315,reported_speech,I heard the museum will extend its hours during the festival.,The committee,3,how the website,3,.,needs to know should be improved,should|already|improved|be|really|will|know|needs|to
316,statement,Some people were confused by the updated registration process.,We,3,find volunteer work,2,this winter.,were hoping to near campus,to|know|near|hoping|campus|when|were|did
317,indirect_question,The public speaking seminar had many different sessions.,Have you,3,the company,3,?,found out whether is hiring interns,can|out|already|actually|found|hiring|is|interns|whether
318,statement,My next project will be a documentary film about an influential leader.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,just|so|to|the|didn't|already|be|probably|expect|practical
319,indirect_question,That jazz concert last Friday was really amazing.,Could you,3,registration process,3,?,explain why the takes so long,really|why|maybe|long|so|know|takes|the|explain
320,reported_speech,I'm looking for winter volunteer opportunities.,They,4,the payment page,3,today.,want to know if can be fixed,if|still|to|really|know|want|quite|can|fixed|be
321,statement,Some people were confused by the updated registration process.,The professor,3,submit the draft,2,.,asked us to by Friday,rather|by|Friday|asked|probably|us|was|to
322,indirect_question,My next project will be a documentary film about an influential leader.,Do you,3,moved the meeting,2,?,know why they to Monday,Monday|are|really|they|to|probably|why|know
323,statement,I saw a few complaints about problems with the payment page.,I,3,hear that the museum,2,.,was surprised to closed early,was|early|probably|closed|why|to|surprised|will
324,indirect_question,Why did you move to this neighborhood?,Can you,3,study abroad program,3,best?,tell me which fits my major,which|fits|major|will|my|already|rather|tell|me
325,reported_speech,The apartment complex is adding new security cameras this month.,The committee,3,how the website,3,.,needs to know should be improved,always|be|should|improved|to|know|needs|never|already
326,statement,The website redesign has caused a few unexpected issues.,We,3,find volunteer work,2,this winter.,were hoping to near campus,near|to|were|just|campus|hoping|is|rather
327,indirect_question,Our professor recommended a few good sources for the paper.,Have you,3,the company,3,?,found out whether is hiring interns,out|hiring|will|really|is|just|whether|found|interns
328,statement,Some people were confused by the updated registration process.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,so|just|did|to|expect|practical|was|be|the|didn't
329,indirect_question,The apartment complex is adding new security cameras this month.,Could you,3,registration process,3,?,explain why the takes so long,already|when|will|so|explain|takes|long|the|why
330,reported_speech,My next project will be a documentary film about an influential leader.,They,4,the payment page,3,today.,want to know if can be fixed,can|always|never|want|to|know|if|quite|be|fixed
331,statement,The club plans to organize another charity event this semester.,The professor,3,submit the draft,2,.,asked us to by Friday,Friday|us|still|asked|maybe|to|by|even
332,indirect_question,Didn't you tell me you lost that document?,Do you,3,moved the meeting,2,?,know why they to Monday,Monday|is|to|always|they|quite|know|why
333,statement,I'm looking for winter volunteer opportunities.,I,3,hear that the museum,2,.,was surprised to closed early,why|just|surprised|to|was|early|closed|already
334,indirect_question,What did the teacher mean during class?,Can you,3,study abroad program,3,best?,tell me which fits my major,major|which|my|me|do|is|tell|fits|can
335,reported_speech,We should check out that new restaurant this afternoon.,The committee,3,how the website,3,.,needs to know should be improved,to|should|be|know|needs|actually|maybe|improved|just
336,statement,Have you bought any of Zyon Incorporated's stock?,We,3,find volunteer work,2,this winter.,were hoping to near campus,actually|near|hoping|campus|they|is|were|to
337,indirect_question,I saw a few complaints about problems with the payment page.,Have you,3,the company,3,?,found out whether is hiring interns,whether|when|hiring|out|interns|is|found|did|you
338,statement,I saw a few complaints about problems with the payment page.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,expect|the|maybe|so|quite|practical|is|be|to|didn't
339,indirect_question,Why did you move to this neighborhood?,Could you,3,registration process,3,?,explain why the takes so long,do|why|the|maybe|explain|so|long|did|takes
340,reported_speech,I heard the museum will extend its hours during the festival.,They,4,the payment page,3,today.,want to know if can be fixed,will|fixed|can|want|to|know|if|be|was|rather
341,statement,What did the teacher mean during class?,The professor,3,submit the draft,2,.,asked us to by Friday,by|when|asked|us|quite|to|Friday|probably
342,indirect_question,My next project will be a documentary film about an influential leader.,Do you,3,moved the meeting,2,?,know why they to Monday,they|quite|when|to|Monday|why|just|know
343,statement,I saw a few complaints about problems with the payment page.,I,3,hear that the museum,2,.,was surprised to closed early,closed|never|you|surprised|to|was|early|just
344,indirect_question,I heard the museum will extend its hours during the festival.,Can you,3,study abroad program,3,best?,tell me which fits my major,which|fits|major|my|me|can|even|tell|always
345,reported_speech,What did the teacher mean during class?,The committee,3,how the website,3,.,needs to know should be improved,never|be|should|needs|actually|to|you|improved|know
346,statement,The club plans to organize another charity event this semester.,We,3,find volunteer work,2,this winter.,were hoping to near campus,near|know|when|were|to|campus|maybe|hoping
347,indirect_question,The club plans to organize another charity event this semester.,Have you,3,the company,3,?,found out whether is hiring interns,found|still|never|hiring|is|always|out|whether|interns
348,statement,I saw a few complaints about problems with the payment page.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,practical|be|didn't|expect|you|know|can|the|to|so
349,indirect_question,The club plans to organize another charity event this semester.,Could you,3,registration process,3,?,explain why the takes so long,probably|takes|will|explain|why|so|do|long|the
350,reported_speech,The manager asked everyone to arrive a little earlier tomorrow.,They,4,the payment page,3,today.,want to know if can be fixed,can|already|want|if|just|rather|fixed|to|know|be
351,statement,Didn't you tell me you lost that document?,The professor,3,submit the draft,2,.,asked us to by Friday,by|know|us|Friday|already|asked|to|just
352,indirect_question,Our professor recommended a few good sources for the paper.,Do you,3,moved the meeting,2,?,know why they to Monday,was|even|why|know|to|Monday|they|did
353,statement,I saw a few complaints about problems with the payment page.,I,3,hear that the museum,2,.,was surprised to closed early,probably|surprised|closed|already|is|to|was|early
354,indirect_question,I saw a few complaints about problems with the payment page.,Can you,3,study abroad program,3,best?,tell me which fits my major,even|tell|do|fits|major|my|which|why|me
355,reported_speech,Our professor recommended a few good sources for the paper.,The committee,3,how the website,3,.,needs to know should be improved,be|should|improved|to|even|you|needs|know|they
356,statement,The job fair will include several companies from overseas.,We,3,find volunteer work,2,this winter.,were hoping to near campus,near|can|why|quite|were|hoping|to|campus
357,indirect_question,I'm looking for winter volunteer opportunities.,Have you,3,the company,3,?,found out whether is hiring interns,rather|really|found|is|hiring|interns|whether|out|probably
358,statement,What did the teacher mean during class?,I,3,public speaking seminar,4,.,didn't expect the to be so practical,so|they|even|to|the|didn't|practical|actually|expect|be
359,indirect_question,Why did you move to this neighborhood?,Could you,3,registration process,3,?,explain why the takes so long,so|explain|long|why|can|takes|they|the|already
360,reported_speech,Why did you move to this neighborhood?,They,4,the payment page,3,today.,want to know if can be fixed,if|to|is|just|quite|be|fixed|know|want|can
361,statement,The job fair will include several companies from overseas.,The professor,3,submit the draft,2,.,asked us to by Friday,did|us|to|when|will|asked|Friday|by
362,indirect_question,The club plans to organize another charity event this semester.,Do you,3,moved the meeting,2,?,know why they to Monday,they|was|Monday|always|know|just|to|why
363,statement,I saw a few complaints about problems with the payment page.,I,3,hear that the museum,2,.,was surprised to closed early,early|even|to|surprised|actually|maybe|closed|was
364,indirect_question,The website redesign has caused a few unexpected issues.,Can you,3,study abroad program,3,best?,tell me which fits my major,tell|major|never|which|quite|my|fits|why|me
365,reported_speech,What did the teacher mean during class?,The committee,3,how the website,3,.,needs to know should be improved,improved|you|know|be|to|should|needs|why|will
366,statement,That jazz concert last Friday was really amazing.,We,3,find volunteer work,2,this winter.,were hoping to near campus,were|will|hoping|near|to|still|when|campus
367,indirect_question,I heard the museum will extend its hours during the festival.,Have you,3,the company,3,?,found out whether is hiring interns,you|hiring|are|interns|out|is|they|whether|found
368,statement,The manager asked everyone to arrive a little earlier tomorrow.,I,3,public speaking seminar,4,.,didn't expect the to be so practical,practical|to|expect|just|probably|the|didn't|so|be|know
369,indirect_question,That jazz concert last Friday was really amazing.,Could you,3,registration process,3,?,explain why the takes so long,just|why|so|explain|takes|always|the|long|maybe
370,reported_speech,Didn't you tell me you lost that document?,They,4,the payment page,3,today.,want to know if can be fixed,to|are|fixed|if|can|did|was|know|want|be
371,statement,I saw a few complaints about problems with the payment page.,The professor,3,submit the draft,2,.,asked us to by Friday,actually|Friday|probably|us|to|just|by|asked
372,indirect_question,The apartment complex is adding new security cameras this month.,Do you,3,moved the meeting,2,?,know why they to Monday,do|to|Monday|they|it|know|are|why
373,statement,I saw a few complaints about problems with the payment page.,I,3,hear that the museum,2,.,was surprised to closed early,early|closed|will|was|you|surprised|to|are
374,indirect_question,The travel fair had several booths about study-abroad programs.,Can you,3,study abroad program,3,best?,tell me which fits my major,tell|my|even|which|probably|me|major|will|fits
375,reported_speech,Some people were confused by the updated registration process.,The committee,3,how the website,3,.,needs to know should be improved,improved|really|should|it|to|needs|be|was|know
376,statement,Why did you move to this neighborhood?,We,3,find volunteer work,2,this winter.,were hoping to near campus,were|did|campus|do|near|hoping|to|rather
377,indirect_question,The club plans to organize another charity event this semester.,Have you,3,the company,3,?,found out whether is hiring interns,still|out|really|is|found|can|whether|hiring|interns
378,statement,Why did you move to this neighborhood?,I,3,public speaking seminar,4,.,didn't expect the to be so practical,they|so|the|didn't|practical|never|expect|to|quite|be
379,indirect_question,The manager asked everyone to arrive a little earlier tomorrow.,Could you,3,registration process,3,?,explain why the takes so long,long|when|why|so|takes|it|the|maybe|explain
380,reported_speech,The club plans to organize another charity event this semester.,They,4,the payment page,3,today.,want to know if can be fixed,to|you|want|fixed|can|know|actually|when|if|be
381,reported_speech,The public speaking seminar had many different sessions.,I,4,the new policy,3,this semester.,need to know whether will affect us,us|need|whether|was|to|still|affect|will|know
382,indirect_question,My next project will be a documentary film about an influential leader.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,figure|out|rather|just|crowded|why|was|so
383,suggestion,The apartment complex is adding new security cameras this month.,We,3,community groups,3,right now.,should ask which need more volunteers,which|need|ask|was|more|volunteers|still|should
384,reported_speech,Some people were confused by the updated registration process.,The advisor,3,my research topic,3,.,asked me how had changed recently,me|recently|it|asked|had|how|changed|still
385,indirect_question,Didn't you tell me you lost that document?,Do you,2,the travel fair,2,?,remember when opens tomorrow,opens|remember|did|when|tomorrow|never
386,statement,Have you bought any of Zyon Incorporated's stock?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,hear|are|glad|finally|was|reopened|never|to
387,indirect_question,Didn't you tell me you lost that document?,Could you,3,seminar session,4,?,tell me which was the most popular,most|the|even|was|me|tell|popular|how|which
388,statement,The travel fair had several booths about study-abroad programs.,They,4,the website,2,.,still haven't explained why crashed yesterday,yesterday|why|explained|haven't|crashed|are|still|is
389,indirect_question,What did the teacher mean during class?,Have you,2,the documentary,2,?,decided how will begin,are|begin|will|never|decided|how
390,reported_speech,My next project will be a documentary film about an influential leader.,The manager,4,our team,3,today.,wants to see whether can finish early,to|finish|early|why|rather|whether|wants|see|can
391,reported_speech,We should check out that new restaurant this afternoon.,I,4,the new policy,3,this semester.,need to know whether will affect us,need|us|will|know|to|always|whether|affect|is
392,indirect_question,Didn't you tell me you lost that document?,Can you,3,the lecture hall,3,today?,figure out why was so crowded,was|do|why|so|crowded|even|out|figure
393,suggestion,The club plans to organize another charity event this semester.,We,3,community groups,3,right now.,should ask which need more volunteers,more|even|are|need|should|volunteers|which|ask
394,reported_speech,The job fair will include several companies from overseas.,The advisor,3,my research topic,3,.,asked me how had changed recently,me|had|how|changed|you|probably|recently|asked
395,indirect_question,Our professor recommended a few good sources for the paper.,Do you,2,the travel fair,2,?,remember when opens tomorrow,tomorrow|do|when|opens|is|remember
396,statement,Didn't you tell me you lost that document?,I,4,the restaurant,2,last week.,was glad to hear finally reopened,glad|finally|reopened|why|know|hear|to|was
397,indirect_question,Our professor recommended a few good sources for the paper.,Could you,3,seminar session,4,?,tell me which was the most popular,still|most|which|can|was|popular|tell|the|me
398,statement,Why did you move to this neighborhood?,They,4,the website,2,.,still haven't explained why crashed yesterday,crashed|can|still|haven't|explained|why|just|yesterday
399,indirect_question,Didn't you tell me you lost that document?,Have you,2,the documentary,2,?,decided how will begin,why|was|begin|decided|how|will
400,reported_speech,That jazz concert last Friday was really amazing.,The manager,4,our team,3,today.,wants to see whether can finish early,know|whether|to|finish|early|can|wants|see|you
401,reported_speech,The apartment complex is adding new security cameras this month.,I,4,the new policy,3,this semester.,need to know whether will affect us,will|whether|affect|know|us|to|quite|need|always
402,indirect_question,Our professor recommended a few good sources for the paper.,Can you,3,the lecture hall,3,today?,figure out why was so crowded,was|so|why|still|crowded|figure|how|out
403,suggestion,The manager asked everyone to arrive a little earlier tomorrow.,We,3,community groups,3,right now.,should ask which need more volunteers,ask|need|rather|is|which|should|volunteers|more
404,reported_speech,The travel fair had several booths about study-abroad programs.,The advisor,3,my research topic,3,.,asked me how had changed recently,me|asked|how|is|recently|had|do|changed
405,indirect_question,That jazz concert last Friday was really amazing.,Do you,2,the travel fair,2,?,remember when opens tomorrow,opens|tomorrow|maybe|when|remember|know
406,statement,The club plans to organize another charity event this semester.,I,4,the restaurant,2,last week.,was glad to hear finally reopened,are|was|reopened|to|hear|finally|glad|you
407,indirect_question,I'm looking for winter volunteer opportunities.,Could you,3,seminar session,4,?,tell me which was the most popular,me|was|most|the|which|still|tell|are|popular
408,statement,The manager asked everyone to arrive a little earlier tomorrow.,They,4,the website,2,.,still haven't explained why crashed yesterday,still|explained|crashed|can|when|yesterday|why|haven't
409,indirect_question,I'm looking for winter volunteer opportunities.,Have you,2,the documentary,2,?,decided how will begin,can|begin|will|how|they|decided
410,reported_speech,I heard the museum will extend its hours during the festival.,The manager,4,our team,3,today.,wants to see whether can finish early,early|whether|can|wants|already|see|to|finish|even
